ID,default
5,0.14903270421213208
7,0.09100104592107089
17,0.5656694960741033
20,0.3067536327110596
24,0.12250538351251374
31,0.0660078032061257
42,0.1121238313024168
46,0.27725505031673064
62,0.16098056447076375
63,0.8511255420246404
67,0.7054968340485854
73,0.08284242333144316
74,0.23200257157328355
79,0.1867110470061024
80,0.30102508040726716
89,0.11576844274310856
90,0.803844813780466
94,0.224323890632576
98,0.08924471264685822
101,0.169863931833914
104,0.150973792152075
106,0.11317474124905978
109,0.11410826423811289
111,0.1283077845960626
113,0.8974258938876691
117,0.20413341755042666
118,0.9038158552314314
119,0.048420429198629183
122,0.5365267939216439
123,0.39839970367725525
126,0.3402166341467517
136,0.2637772976091402
137,0.061069412922118906
148,0.26547661598279365
149,0.48926107586055967
151,0.15437379753776762
153,0.2582686282270041
155,0.2144488383044923
156,0.08942747711930803
157,0.09011043627012734
158,0.07313807485753224
161,0.8032859105075495
164,0.1607382967687622
166,0.6878810292902978
167,0.07900284334439288
170,0.11673023442958765
172,0.1254630188892421
176,0.843024185500548
178,0.4003317503086302
189,0.1601963300524657
192,0.7241953675871959
195,0.12140917936214758
196,0.5817599264747373
202,0.18437737648194197
203,0.08971620614752406
206,0.3263343081634176
219,0.133673137012645
220,0.19168569988932832
224,0.046289064741937135
229,0.5756167497036991
234,0.7446239096484665
245,0.4956408034114916
246,0.2357851911410163
259,0.1832679818534994
263,0.13211576810987274
265,0.14560844137622236
267,0.27841318826528
276,0.13400909863159588
278,0.25247470702110325
279,0.1531744747271817
288,0.058279841339950914
289,0.6048579670946868
294,0.33960958186875617
302,0.4287495549942399
305,0.17888765830451012
307,0.06367026516544202
309,0.949479773018315
313,0.3143762095569074
320,0.27881747499747045
326,0.11950837953386136
338,0.2146367375090904
349,0.08146292227152423
352,0.3353334770609939
358,0.04753811779110713
365,0.15981027135389644
366,0.21381882495470675
367,0.24839020074312385
368,0.4330740904389818
372,0.14865216154255168
374,0.7061733827064705
378,0.11383838785973825
384,0.20937465741059474
387,0.2412637360795765
394,0.07033516983737276
398,0.10233964024994571
405,0.6235273262859704
410,0.06517697772801402
413,0.16639052172435265
419,0.1338687743116772
421,0.6887111043161851
425,0.04467879886239129
426,0.17154448778248976
443,0.21465106272485393
445,0.18481922423754898
452,0.55392510047108
453,0.08475161175329085
454,0.0748359296083034
457,0.5435851292683443
462,0.15887467671437225
463,0.04563921675292619
467,0.1207533417950988
480,0.25613599762064077
486,0.07718235259249961
489,0.2822969374284852
490,0.06827934745594962
491,0.2146369599785647
492,0.7857886320335258
493,0.07357458806027035
494,0.10308466495093854
498,0.2596566803406365
503,0.06329133672117951
508,0.09983303304833267
509,0.16391143911376363
511,0.14863595567922527
512,0.1831823318133084
517,0.15593080514334584
532,0.1349835008476064
536,0.15518416673519583
537,0.0879852332041442
539,0.20303622994526413
542,0.2636549431302673
545,0.08092077621858142
546,0.04584333796729355
549,0.09794662013192197
551,0.6880101680317092
554,0.30212220068778023
556,0.05754982823607443
560,0.44927913446154283
568,0.07824088588666735
570,0.1250782440523209
575,0.1555732296502107
576,0.8124753488656659
583,0.11534101498052804
589,0.1098995166966463
591,0.06430279219790819
596,0.10232707329682715
603,0.07978798086528921
604,0.6678499167401694
608,0.24975924468594257
611,0.09642635107988244
614,0.6458661353063788
618,0.0741119865617102
620,0.0720816390791076
625,0.2445462080964349
627,0.17822682198012454
628,0.26356608895419187
629,0.19267841024052948
631,0.2534678974633587
635,0.6844498257863227
636,0.3669696525374843
637,0.16663144349296768
638,0.13265775593768045
645,0.2427576357850864
648,0.1461433189977169
652,0.05446859709643799
663,0.20996532526175427
667,0.8352362260906643
669,0.5219849985442366
680,0.20378449689169242
681,0.11013092277679354
685,0.15533229625365033
689,0.12524206996895887
694,0.31318107997978484
702,0.1314252227214943
704,0.36313204500900054
705,0.6710360566024941
714,0.2561432910068213
715,0.1464260031351644
720,0.09244224939291512
722,0.1714840026279175
727,0.055537945777013153
730,0.525502648860004
736,0.18764661387551668
741,0.07482613785137843
743,0.11535428855810578
746,0.06751886102691586
751,0.19492135067680752
752,0.7154847608478018
754,0.05366080018539309
769,0.33792648382722756
774,0.12574396639857716
777,0.07225715269925109
781,0.3532869497872549
784,0.33518280952266566
791,0.48168550844997876
792,0.3680952997391086
795,0.12473858493862805
807,0.23782558293864012
810,0.07339241094876771
821,0.7722186788263501
828,0.33950793832291976
829,0.16234943892617593
831,0.09512980387374793
833,0.06721669115949673
834,0.14915576172058306
835,0.18567285809391854
837,0.8179499261044849
838,0.15988540153077538
846,0.09621532107333164
850,0.903056355271313
853,0.18960790927751714
855,0.13013506833361924
860,0.24973975644191357
861,0.1881631479273918
863,0.9020842474065597
866,0.17405304630410273
869,0.11325667850630515
870,0.1869555542346533
871,0.22264078079052274
872,0.1357969907236724
874,0.13033111737228611
876,0.36533759068613086
882,0.343319217583016
896,0.1524621940852265
897,0.574944280578359
901,0.25754426902238015
902,0.2073062236113681
